Time,Stress,First Derivative,Rate in degrees,Second Derivative
112,1.41898,-0.00021999999999999797,-0.01260507128951618,2.250000000003638E-05
114,1.41851,-0.00023499999999998522,-0.013464507937714353,-7.499999999993623E-06
116,1.41808,-0.00021499999999996522,-0.012318592405501731,1.0000000000010001E-05
118,1.41761,-0.00023499999999998522,-0.013464507937714353,-1.0000000000010001E-05
120,1.41715,-0.0002300000000000635,-0.013178029055639997,2.499999999960867E-06
122,1.41672,-0.00021499999999996522,-0.012318592405501731,7.500000000049134E-06
124,1.4163,-0.00021000000000004349,-0.012032113520877713,2.499999999960867E-06
126,1.41593,-0.00018499999999999073,-0.010599719088994571,1.2500000000026379E-05
128,1.41541,-0.00025999999999992696,-0.01489690233772036,-3.7499999999968114E-05
130,1.41505,-0.000180000000000069,-0.010313240200975777,3.999999999992898E-05
132,1.41459,-0.00022999999999995246,-0.013178029055633636,-2.4999999999941735E-05
134,1.41414,-0.00022500000000003073,-0.012891550172900376,2.499999999960867E-06
136,1.41372,-0.00020999999999993246,-0.012032113520871352,7.500000000049134E-06
138,1.41332,-0.000200000000000089,-0.011459155749832821,4.999999999921734E-06
140,1.41288,-0.00021999999999999797,-0.01260507128951618,-9.99999999995449E-06
142,1.41256,-0.00015999999999993797,-0.009167324643861783,3.0000000000030003E-05
144,1.41217,-0.00019500000000005624,-0.011172676863440596,-1.7500000000059135E-05
146,1.41177,-0.00019999999999997797,-0.01145915574982646,-2.499999999960867E-06
148,1.41132,-0.00022500000000003073,-0.012891550172900376,-1.2500000000026379E-05
150,1.41095,-0.00018499999999999073,-0.010599719088994571,2.0000000000020002E-05
152,1.41046,-0.0002449999999999397,-0.014037465699835426,-2.999999999997449E-05
154,1.41007,-0.00019500000000005624,-0.011172676863440596,2.4999999999941735E-05
156,1.40975,-0.00015999999999993797,-0.009167324643861783,1.7500000000059135E-05
158,1.40935,-0.00019999999999997797,-0.01145915574982646,-2.0000000000020002E-05
160,1.40902,-0.00016500000000008175,-0.00945380353387,1.7499999999948113E-05
162,1.40875,-0.00013499999999999623,-0.007734930187276196,1.5000000000042757E-05
164,1.40843,-0.00015999999999993797,-0.009167324643861783,-1.2499999999970868E-05
166,1.40814,-0.00014500000000006175,-0.008307887971176027,7.499999999938112E-06
168,1.40782,-0.00015999999999993797,-0.009167324643861783,-7.499999999938112E-06
170,1.40742,-0.000200000000000089,-0.011459155749832821,-2.0000000000075513E-05
172,1.40706,-0.00017999999999995797,-0.010313240200969416,1.0000000000065512E-05
174,1.40679,-0.00013499999999999623,-0.007734930187276196,2.249999999998087E-05
176,1.40639,-0.00019999999999997797,-0.01145915574982646,-3.249999999999087E-05
178,1.40602,-0.00018499999999999073,-0.010599719088994571,7.499999999993623E-06
180,1.40566,-0.000180000000000069,-0.010313240200975777,2.499999999960867E-06
182,1.40536,-0.00014999999999998348,-0.008594366862503651,1.5000000000042757E-05
184,1.40511,-0.00012499999999993072,-0.007161972401829381,1.2500000000026379E-05
186,1.40478,-0.00016500000000008175,-0.00945380353387,-2.0000000000075513E-05
188,1.40446,-0.00015999999999993797,-0.009167324643861783,2.500000000071889E-06
190,1.40421,-0.00012500000000004174,-0.007161972401835743,1.7499999999948113E-05
192,1.40392,-0.00014499999999995072,-0.008307887971169665,-9.99999999995449E-06
194,1.40373,-9.500000000006725E-05,-0.005443099037372018,2.4999999999941735E-05
196,1.40351,-0.00010999999999994348,-0.006302535721015589,-7.499999999938112E-06
198,1.40324,-0.00013499999999999623,-0.007734930187276196,-1.2500000000026379E-05
200,1.40294,-0.00014999999999998348,-0.008594366862503651,-7.499999999993623E-06
202,1.40276,-9.00000000000345E-05,-0.005156620142256511,2.999999999997449E-05
204,1.40245,-0.00015500000000001624,-0.008880845753407918,-3.249999999999087E-05
206,1.40216,-0.00014499999999995072,-0.008307887971169665,5.000000000032756E-06
208,1.40196,-9.999999999998899E-05,-0.0057295779322090075,2.249999999998087E-05
210,1.40167,-0.00014500000000006175,-0.008307887971176027,-2.250000000003638E-05
212,1.40133,-0.00017000000000000348,-0.009740282423392808,-1.2499999999970868E-05
214,1.40104,-0.00014499999999995072,-0.008307887971169665,1.2500000000026379E-05
216,1.40088,-8.000000000008001E-05,-0.00458366235127269,3.249999999993536E-05
218,1.40063,-0.00012499999999993072,-0.007161972401829381,-2.2499999999925357E-05
220,1.40047,-7.999999999996898E-05,-0.004583662351266329,2.249999999998087E-05
222,1.40022,-0.00012500000000004174,-0.007161972401835743,-2.250000000003638E-05
224,1.40007,-7.500000000004725E-05,-0.004297183455426662,2.4999999999997247E-05
226,1.39988,-9.499999999995623E-05,-0.005443099037365656,-9.99999999995449E-06
228,1.39962,-0.00012999999999996348,-0.007448451294739001,-1.7500000000003624E-05
230,1.39944,-9.00000000000345E-05,-0.005156620142256511,1.999999999996449E-05
232,1.39929,-7.500000000004725E-05,-0.004297183455426662,7.499999999993623E-06
234,1.39898,-0.00015500000000001624,-0.008880845753407918,-3.999999999998449E-05
236,1.3989,-3.999999999992898E-05,-0.002291831179296914,5.750000000004363E-05
238,1.39864,-0.00012999999999996348,-0.007448451294739001,-4.500000000001725E-05
240,1.39848,-8.000000000008001E-05,-0.00458366235127269,2.4999999999941735E-05
242,1.39827,-0.00010500000000002174,-0.006016056826765881,-1.2499999999970868E-05
244,1.398,-0.00013499999999999623,-0.007734930187276196,-1.4999999999987246E-05
246,1.39782,-8.999999999992347E-05,-0.00515662014225015,2.250000000003638E-05
248,1.39757,-0.00012500000000004174,-0.007161972401835743,-1.7500000000059135E-05
250,1.39738,-9.499999999995623E-05,-0.005443099037365656,1.5000000000042757E-05
252,1.39717,-0.00010500000000002174,-0.006016056826765881,-5.000000000032756E-06
254,1.39697,-9.999999999998899E-05,-0.0057295779322090075,2.500000000016378E-06
256,1.39677,-9.999999999998899E-05,-0.0057295779322090075,0
258,1.39652,-0.00012500000000004174,-0.007161972401835743,-1.2500000000026379E-05
260,1.3964,-5.999999999994898E-05,-0.00343774676665672,3.250000000004638E-05
262,1.3962,-9.999999999998899E-05,-0.0057295779322090075,-2.0000000000020002E-05
264,1.39598,-0.0001100000000000545,-0.00630253572102195,-5.000000000032756E-06
266,1.39583,-7.500000000004725E-05,-0.004297183455426662,1.7500000000003624E-05
268,1.39568,-7.499999999993623E-05,-0.004297183455420301,5.551115123125783E-17
270,1.39537,-0.00015500000000001624,-0.008880845753407918,-4.0000000000040004E-05
272,1.39516,-0.00010500000000002174,-0.006016056826765881,2.4999999999997247E-05
274,1.395,-7.999999999996898E-05,-0.004583662351266329,1.2500000000026379E-05
